"","COMMON_NAME","SCIENTIFIC_NAME","ID_RANK","WORMS"
"3994","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"3995","Kamchatka flounder","Atheresthes evermanni","species",279791
"3996","blackspined sea star","Lethasterias nanimensis","species",254499
"3997","Pacific cod","Gadus macrocephalus","species",254538
"3998","Pacific herring","Clupea pallasii","species",151159
"3999","wattled eelpout","Lycodes palearis","species",254585
"4000","common mud star","Ctenodiscus crispatus","species",123915
"4001","sea raspberry","Gersemia sp.","genus",146953
"4002",NA,"Chrysaora melanaster","species",287209
"4003","flatworm unid.","Platyhelminthes","phylum",793
"4004","Bering skate","Bathyraja interrupta","species",271515
"4005","rex sole","Glyptocephalus zachirus","species",274287
"4006","sea mouse unid.","Aphroditidae","family",938
"4007","thin-ribbed whelk","Aulacofusus herendeeni","species",490740
"4008","Alaskan pink shrimp","Pandalus eous","species",515463
"4009","Pacific cod","Gadus macrocephalus","species",254538
"4010","empty bivalve shells",NA,NA,NA
"4011","splendid hermit","Labidochirus splendescens","species",248348
"4012","sea onion","Boltenia ovifera","species",103815
"4013","notched brittlestar","Ophiura sarsii","species",124934
"4014","common mud star","Ctenodiscus crispatus","species",123915
"4015","arrowtooth flounder","Atheresthes stomias","species",279792
"4016","peachskin snailfish","Careproctus scottae","species",274470
"4017","unsorted catch and debris",NA,NA,NA
"4018","snow crab","Chionoecetes opilio","species",107315
"4019","ladder whelk","Buccinum scalariforme","species",138875
"4020",NA,"Clinocardium sp.","genus",156818
"4021",NA,"Neptunea borealis","species",254478
"4022","wattled eelpout","Lycodes palearis","species",254585
"4023","rose sea star","Crossaster papposus","species",124154
"4024","graceful decorator crab","Oregonia gracilis","species",442171
"4025","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"4026",NA,"Chrysaora melanaster","species",287209
"4027","big skate","Beringraja binoculata","species",1021330
"4028","sturgeon poacher","Podothecus accipenserinus","species",254501
"4029","horsehair crab","Erimacrus isenbeckii","species",440405
"4030","yellowfin sole","Limanda aspera","species",254562
"4031","Pacific herring","Clupea pallasii","species",151159
"4032","walleye pollock","Gadus chalcogrammus","species",300735
"4033","yellowfin sole","Limanda aspera","species",254562
"4034","Alaska skate","Arctoraja parmifera","species",1577324
"4035","gigantic anemone","Metridium farcimen","species",283704
"4036","angular whelk","Buccinum angulosum","species",138858
"4037","threaded sculpin","Gymnocanthus pistilliger","species",254519
"4038","Tanner crab","Chionoecetes bairdi","species",368558
"4039","mottled anemone","Urticina crassicornis","species",100832
"4040","hairy hermit crab","Pagurus capillatus","species",254489
"4041","egg yolk jelly","Phacellophora camtschatica","species",135309
"4042","Pribilof whelk","Neptunea pribiloffensis","species",491185
"4043","flathead sole","Hippoglossoides elassodon","species",274289
"4044","knobbyhand hermit","Pagurus confragosus","species",366670
"4045",NA,"Leptasterias polaris","species",125154
"4046","warped whelk","Pyrulofusus deformis","species",254378
"4047","hairy hermit crab","Pagurus capillatus","species",254489
"4048","thick-ribbed whelk","Aulacofusus brevicauda","species",490735
"4049","stinky sponge","Suberites montalbidus","species",134297
"4050","Alaska skate","Arctoraja parmifera","species",1577324
"4051","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"4052","Alaska skate","Arctoraja parmifera","species",1577324
"4053","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"4054",NA,"Arctomelon sp.","genus",382314
"4055","magistrate armhook squid","Berryteuthis magister","species",342286
"4056","sea potato","Styela rustica","species",103937
"4057",NA,"Neptunea heros","species",254479
"4058","barnacle unid.","Thoracica","infraclass",1107
"4059","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"4060","longhead dab","Myzopsetta proboscidea","species",319505
"4061","Pacific halibut","Hippoglossus stenolepis","species",274290
"4062","horsehair crab","Erimacrus isenbeckii","species",440405
"4063","sponge unid.","Porifera","phylum",558
"4064","empty gastropod shells",NA,NA,NA
"4065","basketstar","Gorgonocephalus eucnemis","species",124969
"4066","compound ascidian unid.",NA,NA,NA
"4067","horsehair crab","Erimacrus isenbeckii","species",440405
"4068","arrowtooth flounder","Atheresthes stomias","species",279792
"4069","rex sole","Glyptocephalus zachirus","species",274287
"4070","flathead sole","Hippoglossoides elassodon","species",274289
"4071","Pacific cod","Gadus macrocephalus","species",254538
"4072","arrowtooth flounder","Atheresthes stomias","species",279792
"4073","snow crab","Chionoecetes opilio","species",107315
"4074","Alaska razor","Siliqua alta","species",413689
"4075","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"4076","splendid hermit","Labidochirus splendescens","species",248348
"4077","empty gastropod shells",NA,NA,NA
"4078","circumboreal toad crab","Hyas coarctatus","species",107323
"4079","Alaskan pink shrimp","Pandalus eous","species",515463
"4080","common mud star","Ctenodiscus crispatus","species",123915
"4081","basketstar","Gorgonocephalus eucnemis","species",124969
"4082","Aleutian hermit","Pagurus aleuticus","species",366647
"4083",NA,"Henricia sp.","genus",123276
"4084",NA,"Buccinum sp.","genus",137701
"4085","Alaska skate","Arctoraja parmifera","species",1577324
"4086","bigmouth sculpin","Hemitripterus bolini","species",254541
"4087","longfinger hermit","Pagurus rathbuni","species",254491
"4088","Pacific halibut","Hippoglossus stenolepis","species",274290
"4089","walleye pollock","Gadus chalcogrammus","species",300735
"4090","Pacific ocean perch","Sebastes alutus","species",254573
"4091","northern rockfish","Sebastes polyspinis","species",274837
"4092",NA,"Neptunea heros","species",254479
"4093","sea anemone unid.","Actiniaria","order",1360
"4094","Pacific cod","Gadus macrocephalus","species",254538
"4095","gigantic anemone","Metridium farcimen","species",283704
"4096","flathead sole","Hippoglossoides elassodon","species",274289
"4097","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"4098","sea peach","Halocynthia aurantium","species",250674
"4099","knobbyhand hermit","Pagurus confragosus","species",366670
"4100","snow crab","Chionoecetes opilio","species",107315
"4101","mussel unid.","Mytilidae","family",211
"4102","walleye pollock","Gadus chalcogrammus","species",300735
"4103","purple-orange sea star","Asterias amurensis","species",254497
"4104","snow crab","Chionoecetes opilio","species",107315
"4105","angular whelk","Buccinum angulosum","species",138858
"4106",NA,"Clinocardium sp.","genus",156818
"4107","giant barnacle","Chirona evermanni","species",733509
"4108","northern rock sole","Lepidopsetta polyxystra","species",281307
"4109","Tanner crab","Chionoecetes bairdi","species",368558
"4110","searcher","Bathymaster signatus","species",254513
"4111","unsorted catch and debris",NA,NA,NA
"4112","walleye pollock","Gadus chalcogrammus","species",300735
"4113",NA,"Crangon sp.","genus",107007
"4114","sinuous whelk","Buccinum plectrum","species",160127
"4115","sawback poacher","Sarritor frenatus","species",254374
"4116","searcher","Bathymaster signatus","species",254513
"4117","Pacific halibut","Hippoglossus stenolepis","species",274290
"4118","sea anemone unid.","Actiniaria","order",1360
"4119","snow crab","Chionoecetes opilio","species",107315
"4120",NA,"Leptasterias polaris","species",125154
"4121","hairy hermit crab","Pagurus capillatus","species",254489
"4122",NA,"Chrysaora melanaster","species",287209
"4123","Pacific halibut","Hippoglossus stenolepis","species",274290
"4124","flathead sole","Hippoglossoides elassodon","species",274289
"4125","barnacle unid.","Thoracica","infraclass",1107
"4126","snail egg","Gastropoda egg","class",NA
"4127","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"4128","Aleutian moonsnail","Cryptonatica aleutica","species",576533
"4129","Bering flounder","Hippoglossoides robustus","species",254561
"4130","lampshell unid.","Brachiopoda","phylum",1803
"4131","Greenland turbot","Reinhardtius hippoglossoides","species",127144
"4132","Pacific halibut","Hippoglossus stenolepis","species",274290
"4133","Pribilof whelk","Neptunea pribiloffensis","species",491185
"4134",NA,"Leptasterias arctica","species",369158
"4135","Pacific cod","Gadus macrocephalus","species",254538
"4136","helmet whelk","Clinopegma magnum","species",490909
"4137","Greenland turbot","Reinhardtius hippoglossoides","species",127144
"4138","thorny sculpin","Icelus spiniger","species",254525
"4139","flathead sole","Hippoglossoides elassodon","species",274289
"4140","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"4141","plain sculpin","Myoxocephalus jaok","species",254527
"4142","starry flounder","Platichthys stellatus","species",154781
"4143","Pacific halibut","Hippoglossus stenolepis","species",274290
"4144","Pacific halibut","Hippoglossus stenolepis","species",274290
"4145","plain sculpin","Myoxocephalus jaok","species",254527
"4146","red king crab","Paralithodes camtschaticus","species",233889
"4147","big skate","Beringraja binoculata","species",1021330
"4148","starry flounder","Platichthys stellatus","species",154781
"4149",NA,"Neptunea heros","species",254479
"4150","starry flounder","Platichthys stellatus","species",154781
"4151","plain sculpin","Myoxocephalus jaok","species",254527
"4152","Alaskan hermit","Pagurus ochotensis","species",366742
"4153",NA,"Chrysaora melanaster","species",287209
"4154","flathead sole","Hippoglossoides elassodon","species",274289
"4155","horsehair crab","Erimacrus isenbeckii","species",440405
"4156","Alaska great-tellin","Megangulus luteus","species",423511
"4157","fat whelk","Neptunea ventricosa","species",156264
"4158","Bering skate","Bathyraja interrupta","species",271515
"4159","basketstar","Gorgonocephalus eucnemis","species",124969
"4160","Pacific halibut","Hippoglossus stenolepis","species",274290
"4161","Oregon triton","Fusitriton oregonensis","species",476496
"4162","Aleutian skate","Bathyraja aleutica","species",271506
"4163","sea anemone unid.","Actiniaria","order",1360
"4164","flathead sole","Hippoglossoides elassodon","species",274289
"4165","Pacific cod","Gadus macrocephalus","species",254538
"4166","Pacific halibut","Hippoglossus stenolepis","species",274290
"4167","rex sole","Glyptocephalus zachirus","species",274287
"4168","yellowfin sole","Limanda aspera","species",254562
"4169",NA,"Neptunea heros","species",254479
"4170","Aleutian alligatorfish","Aspidophoroides monopterygius","species",159459
"4171","Bering beringius","Beringius behringii","species",160112
"4172","Pacific herring","Clupea pallasii","species",151159
"4173","sturgeon poacher","Podothecus accipenserinus","species",254501
"4174","sea potato","Styela rustica","species",103937
"4175",NA,"Leptasterias arctica","species",369158
"4176","walleye pollock","Gadus chalcogrammus","species",300735
"4177","Alaska skate egg case","Arctoraja parmifera egg case","species",NA
"4178","Pacific lyre crab","Hyas lyratus","species",442167
"4179","Pacific halibut","Hippoglossus stenolepis","species",274290
"4180","brown rimmed jelly","Aurelia limbata","species",158199
"4181","Pacific halibut","Hippoglossus stenolepis","species",274290
"4182",NA,"Neptunea heros","species",254479
"4183","Pacific halibut","Hippoglossus stenolepis","species",274290
"4184",NA,"Chrysaora melanaster","species",287209
"4185","Alaska skate","Arctoraja parmifera","species",1577324
"4186","Pacific halibut","Hippoglossus stenolepis","species",274290
"4187","flathead sole","Hippoglossoides elassodon","species",274289
"4188","Pribilof whelk","Neptunea pribiloffensis","species",491185
"4189","yellowfin sole","Limanda aspera","species",254562
"4190","northern rock sole","Lepidopsetta polyxystra","species",281307
"4191",NA,"Crangon sp.","genus",107007
"4192","Alaska skate","Arctoraja parmifera","species",1577324
"4193","Pribilof whelk","Neptunea pribiloffensis","species",491185
"4194","splendid hermit","Labidochirus splendescens","species",248348
"4195","Oregon triton","Fusitriton oregonensis","species",476496
"4196","rex sole","Glyptocephalus zachirus","species",274287
"4197","yellowfin sole","Limanda aspera","species",254562
"4198","simple whelk","Volutopsius simplex","species",510379
"4199","flathead sole","Hippoglossoides elassodon","species",274289
"4200","yellowfin sole","Limanda aspera","species",254562
"4201",NA,"Crangon sp.","genus",107007
"4202","walleye pollock","Gadus chalcogrammus","species",300735
"4203",NA,"Chrysaora melanaster","species",287209
"4204","walleye pollock","Gadus chalcogrammus","species",300735
"4205","ladder whelk","Buccinum scalariforme","species",138875
"4206","Pribilof whelk","Neptunea pribiloffensis","species",491185
"4207","hairy hermit crab","Pagurus capillatus","species",254489
"4208","sponge unid.","Porifera","phylum",558
"4209","sea peach unid.","Halocynthia sp.","genus",103519
"4210","Pacific cod","Gadus macrocephalus","species",254538
"4211","Bering flounder","Hippoglossoides robustus","species",254561
"4212","ladder whelk","Buccinum scalariforme","species",138875
"4213",NA,"Urticina sp.","genus",100706
"4214",NA,"Crangon sp.","genus",107007
"4215","knobbyhand hermit","Pagurus confragosus","species",366670
"4216","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"4217","notched brittlestar","Ophiura sarsii","species",124934
"4218","helmet whelk","Clinopegma magnum","species",490909
"4219","Kamchatka flounder","Atheresthes evermanni","species",279791
"4220","depressed scale worm","Eunoe depressa","species",254455
